"last_name, first_name","player_id","year","player_age","pa","double","home_run","k_percent","bb_percent","xwoba","exit_velocity_avg","out_zone_swing_miss","pull_percent","opposite_percent","groundballs_percent"
"Pujols, Albert",405395,2021,41,296,3,17,15.2,4.7,".322","90.3",76,46.1,25.4,46.1
"Cabrera, Miguel",408234,2021,38,526,16,15,22.4,7.6,".315","91.4",134,32.8,30,49
"Molina, Yadier",425877,2021,38,473,19,11,16.7,5.1,".306","88",121,43.4,22.3,42.6
"Suzuki, Kurt",435559,2021,37,247,8,6,17.8,4.9,".264","85.2",53,47.8,20.6,44.4
"Cruz Jr., Nelson",443558,2021,40,584,21,32,21.6,8.7,".363","92.9",172,36.6,27,43.4
"Peralta, David",444482,2021,33,538,30,8,17.1,8.6,".293","89.3",115,31.2,28,54.9
"Piña, Manny",444489,2021,34,208,6,13,18.3,10.6,".331","86.5",53,44.8,18.2,38.5
"Escobar, Alcides",444876,2021,34,349,21,4,16,4.9,".309","81.7",87,31.1,30.7,45.3
"Longoria, Evan",446334,2021,35,291,17,13,23.4,12,".351","94.1",46,35.8,25.1,41.2
"Cabrera, Asdrúbal",452678,2021,35,352,21,7,22.7,10.2,".286","87.8",83,46.4,21.5,42.5
"Blackmon, Charlie",453568,2021,34,582,25,13,15.6,9.3,".359","87.6",100,35.7,22.5,47.4
"Maldonado, Martín",455117,2021,34,426,10,12,29.8,11,".267","88",106,40.1,25.9,37.2
"Chirinos, Robinson",455139,2021,37,112,5,5,32.1,8,".291","89.4",30,46.8,24.2,35.5
"Cain, Lorenzo",456715,2021,35,286,13,8,16.8,9.1,".317","88.4",66,32.4,30,50
"Solano, Donovan",456781,2021,33,344,17,7,16.9,7.3,".335","88.3",73,33.1,27.2,42.1
"McCutchen, Andrew",457705,2021,34,574,24,27,23,14.1,".344","88.8",108,48.7,18.5,40.9
"Upton, Justin",457708,2021,33,362,12,17,29.6,10.8,".322","90.1",94,44.9,21,42.5
"Turner, Justin",457759,2021,36,612,22,27,16,10,".359","90.9",87,31.3,30.2,35.4
"Posey III, Buster",457763,2021,34,454,23,18,19.2,12.3,".361","88.5",68,30.3,24.8,46.5
"Votto, Joey",458015,2021,37,533,23,36,23.8,14.4,".406","92.9",126,40.9,22.2,33.2
"Gardner, Brett",458731,2021,37,461,16,10,21.7,13,".296","86.7",61,33.6,28.9,46
"Andrus, Elvis",462101,2021,32,541,25,3,15,5.7,".308","87.8",127,32.2,25.5,47
"Ramos, Wilson",467092,2021,33,163,5,8,22.1,5.5,".308","89.6",44,37.1,27.6,54.3
"Santana, Carlos",467793,2021,35,659,15,19,15.5,13.1,".335","89.9",120,43.4,17.1,45.3
"Parra, Gerardo",467827,2021,34,107,5,2,28,5.6,".253","87.5",25,23.2,37.7,34.8
"Mercer, Jordy",474568,2021,34,127,7,2,26.8,7.1,".284","86.7",34,41.7,23.8,38.1
"Belt, Brandon",474832,2021,33,381,14,29,27,12.6,".374","89.2",60,43,26,29.1
"Zimmerman, Ryan",475582,2021,36,273,16,14,28.2,5.9,".300","91.3",89,34.4,17.8,50
"Lowrie, Jed",476704,2021,37,512,28,14,21.1,9.6,".343","90.7",95,37.1,23.2,36.8
"Avila, Alex",488671,2021,34,111,9,1,33.3,17.1,".297","88.6",22,41.5,20.8,43.4
"Brantley Jr., Michael",488726,2021,34,508,29,8,10.4,6.5,".361","89.5",48,33.3,25.4,46.8
"Castro, Jason",488771,2021,34,179,7,8,30.2,14,".376","90.5",35,41.2,27.8,39.2
"Gurriel Jr., Yuli",493329,2021,37,605,31,15,11.2,9.8,".326","89.8",78,33.3,25.7,41.6
"Rojas, Miguel",500743,2021,32,539,30,9,13.7,6.9,".292","86.2",104,33.3,28.1,45.6
"Escobar, Eduardo",500871,2021,32,599,26,28,20.7,8,".328","87",132,45.3,23.7,33.3
"Adrianza, Ehire",501303,2021,31,209,9,5,20.1,10,".314","85.4",40,42.4,20.1,41
"Lagares, Juan",501571,2021,32,327,20,6,23.2,3.7,".282","90.6",83,37.8,29.4,46.6
"Almonte, Abraham",501659,2021,32,175,12,5,21.7,14.9,".317","89.3",38,43.2,23.4,46.8
"Davis, Khris",501981,2021,33,114,5,3,27.2,8.8,".311","89.9",28,47.9,24.7,47.9
"Pham, Tommy",502054,2021,33,561,24,15,22.8,13.9,".350","90.8",95,30.8,28.5,49.6
"Martinez, J.D.",502110,2021,33,634,42,28,23.7,8.7,".374","92.1",197,33.4,30.6,34.1
"Reddick, Josh",502210,2021,34,158,11,2,19.6,3.8,".285","85.1",44,42.1,23.1,37.2
"Dyson, Jarrod",502481,2021,36,149,7,0,22.1,6.7,".251","83.5",31,34,21.7,61.3
"Goldschmidt, Paul",502671,2021,33,679,36,31,20,9.9,".397","92.6",120,37.1,24.4,37.3
"Gonzalez, Marwin",503556,2021,32,307,14,5,25.4,6.5,".281","87.9",79,44,20.5,52
"León, Sandy",506702,2021,32,220,5,4,29.5,5.5,".216","87.3",64,43.6,25.7,40
"Altuve, Jose",514888,2021,31,678,32,31,13.4,9.7,".332","87.7",111,49.7,14.5,41
"Hernández, César",514917,2021,31,637,21,21,21.2,9.3,".311","87.4",122,35.2,23.7,47.3
"Segura, Jean",516416,2021,31,567,27,14,13.8,6.9,".319","87.2",100,30.2,28.3,52.4
"Castro, Starlin",516770,2021,31,346,20,3,17.9,7.5,".324","88.4",67,31.5,28.8,49.8
"Marte, Starling",516782,2021,32,526,27,12,18.8,8.2,".347","87.6",133,34.2,27,56.3
"Culberson, Charlie",518586,2021,32,271,15,5,23.6,6.3,".269","85.4",89,39.4,25,48.9
"d'Arnaud, Travis",518595,2021,32,229,14,7,23.1,7.4,".312","89.9",53,34.4,29.3,46.5
"Donaldson, Josh",518626,2021,35,543,26,26,21,13.6,".388","94.1",106,42.5,21.7,43.9
"Freeman, Freddie",518692,2021,31,695,25,31,15.4,12.2,".416","91.4",113,36.2,26.1,43.2
"Grandal, Yasmani",518735,2021,32,375,9,23,21.9,23.2,".412","93.1",66,44.3,19.7,41.4
"Heyward, Jason",518792,2021,31,353,15,8,19.3,7.6,".294","88.2",94,41.2,20.8,50.6
"LeMahieu, DJ",518934,2021,32,679,24,10,13.8,10.8,".340","90.6",75,23.4,36.6,52
"Moreland, Mitch",519048,2021,35,252,11,10,23,7.1,".297","91",74,39.7,24.1,46
"Moustakas, Mike",519058,2021,32,206,12,6,22.3,8.7,".276","87",67,43.6,25.7,36.4
"Rizzo, Anthony",519203,2021,31,576,23,22,15.1,9,".347","90.1",106,43.2,22.2,41.3
"Sogard, Eric",519299,2021,35,180,6,1,16.7,5,".228","84",24,26.2,31.9,46.1
"Stanton, Giancarlo",519317,2021,31,579,19,35,27.1,10.9,".363","95.1",185,34.8,29.2,45.5
"Vogt, Stephen",519390,2021,36,238,6,7,23.5,10.9,".288","88.5",58,44.2,20.5,35.3
"Galvis, Freddy",520471,2021,31,394,15,14,19.5,6.9,".280","86.8",82,41.5,23.2,39.8
"Perez, Salvador",521692,2021,31,665,24,48,25.6,4.2,".371","93",311,42.7,22.2,37.4
"Flores, Wilmer",527038,2021,29,436,16,18,12.8,9.4,".312","88.6",61,43.8,20.2,37.2
"García, Avisaíl",541645,2021,30,515,18,29,23.5,7.4,".366","90.4",173,39.4,21.7,48.4
"Ozuna, Marcell",542303,2021,30,208,6,7,22.1,9.1,".344","89.7",45,36.6,24.6,35.9
"Villar, Jonathan",542340,2021,30,505,18,18,26.1,9.1,".307","88",143,38,28.4,49.1
"Ortega, Rafael",542364,2021,30,330,14,11,21.2,9.1,".311","88.3",72,43.4,25,35.1
"Santana, Danny",542454,2021,30,127,2,5,23.6,7.9,".275","87.6",45,34.9,30.2,41.9
"Aguilar, Jesús",542583,2021,31,510,23,22,18.2,9,".334","89.6",132,41.3,21.2,33.3
"Berti, Jon",542932,2021,31,271,10,4,22.5,11.8,".302","87.1",52,29.1,34.9,59.4
"Crawford, Brandon",543063,2021,34,549,30,24,19.1,10.2,".356","88.8",163,33.2,27.7,40.5
"Cron, C.J.",543068,2021,31,547,31,28,21.4,11,".364","88.8",155,38.9,25.5,38.7
"Dickerson, Alex",543105,2021,31,312,10,13,24.4,7.4,".337","87.4",92,44,22.7,36.7
"Gomes, Yan",543228,2021,33,375,15,14,20.8,5.1,".341","89.6",83,36,20.2,37.9
"Grossman, Robbie",543257,2021,31,671,23,23,23.1,14.6,".334","87.8",98,43.9,25.4,30
"Harrison, Josh",543281,2021,33,558,33,8,13.4,5.6,".333","87.2",90,37,23.1,40.2
"Hicks, Aaron",543305,2021,31,126,3,4,23.8,11.1,".333","89.3",29,41.3,18.8,33.8
"Higashioka, Kyle",543309,2021,31,211,10,10,28,8.1,".343","90.5",59,45.2,23,28.1
"Hosmer, Eric",543333,2021,31,565,28,12,17.5,8.5,".326","90.5",142,26.4,30.8,56.2
"McCann, James",543510,2021,31,412,12,10,27.9,7.8,".280","87.3",127,35.4,25.5,52.1
"Miller, Brad",543543,2021,31,377,9,20,29.7,11.9,".345","92.4",92,37.4,20.5,44.7
"Nola, Austin",543592,2021,31,194,12,2,9.8,7.2,".301","89.7",17,39.1,25,41
"Rendon, Anthony",543685,2021,31,249,13,6,16.5,11.6,".303","89.1",35,41.6,28.7,31.5
"Semien, Marcus",543760,2021,30,724,39,45,20.2,9.1,".336","89.7",140,47,19.4,31
"Shaw, Travis",543768,2021,31,250,11,9,27.2,9.6,".301","87.7",56,38.7,25.2,35.5
"Springer III, George",543807,2021,31,342,19,22,23.1,10.8,".361","89.4",80,46.6,19.9,32.6
"Vázquez, Christian",543877,2021,30,498,23,6,16.9,6.6,".272","86.3",83,28.8,33,42.2
"Wong, Kolten",543939,2021,30,492,32,14,16.9,6.3,".308","88.3",96,37.8,25.2,43.8
"Gregorius, Didi",544369,2021,31,408,16,13,16.4,6.1,".275","86.1",98,44.5,23.1,38.3
"Garcia, Leury",544725,2021,30,474,22,5,20.5,8.6,".291","86.1",120,34.9,25.3,56.9
"Grichuk, Randal",545341,2021,29,545,25,22,20.9,5,".297","89.8",150,36.4,26.2,39.7
"Marisnick, Jake",545350,2021,30,198,7,5,32.8,5.6,".259","88.2",65,34.8,27.8,38.3
"Stassi, Max",545358,2021,30,319,11,13,31.7,8.8,".323","89.9",71,40.7,19.8,45.1
"Trout, Mike",545361,2021,29,146,8,8,28.1,18.5,".425","91.9",27,46.1,14.5,43.4
"Herrera, Odúbel",546318,2021,29,492,27,13,15.7,5.9,".302","88.9",105,31.1,27.4,50.1
"Alford, Anthony",546990,2021,26,148,6,5,39.2,8.1,".289","89",51,41.3,22.7,37.3
"Ruiz, Rio",547004,2021,27,141,4,3,27,8.5,".249","86.8",38,36.7,26.7,52.2
"Harper, Bryce",547180,2021,28,599,42,35,22.4,16.7,".430","92.5",165,36.4,28.3,41.9
"Pérez, Roberto",547379,2021,32,161,3,7,34.8,10.6,".299","91",42,34.5,24.1,52.9
"Abreu, José",547989,2021,34,659,30,30,21.7,9.3,".349","92",203,35.1,23.6,47.3
"Díaz, Elias",553869,2021,30,371,18,18,16.2,8.1,".318","87.1",88,37.6,26.5,40.9
"Narváez, Omar",553882,2021,29,445,20,11,18.9,9.2,".304","84.6",116,37.1,26.5,34.2
"Astudillo, Willians",553902,2021,29,216,8,7,5.6,1.4,".280","85.9",19,35.5,25.9,41.1
"Suárez, Eugenio",553993,2021,29,574,23,31,29.8,9.8,".326","89.1",166,46.3,21.2,36.3
"Polanco, Gregory",570256,2021,29,382,12,11,27.2,9.4,".316","89.9",129,43.8,20,40
"González, Erik",570481,2021,29,229,7,2,17.5,3.5,".277","87",72,27.6,28.7,62.4
"Urshela, Gio",570482,2021,29,442,18,14,24.7,4.5,".304","88.9",119,31.1,28.5,48.4
"Schoop, Jonathan",570731,2021,29,674,30,22,19.7,5.5,".311","88.1",196,35.9,25.1,48.4
"Arenado, Nolan",571448,2021,30,653,34,34,14.7,7.7,".311","89",132,45.8,20.8,31.3
"Barnhart, Tucker",571466,2021,30,388,21,7,25.8,7.5,".265","87.1",95,41.4,25.5,42.6
"Farmer, Kyle",571657,2021,30,529,22,16,18.3,4.2,".302","87.2",124,35.5,25,40.8
"Goodwin, Brian",571718,2021,30,271,10,8,21.4,12.2,".326","88.5",62,48.6,21.8,37.4
"Hamilton, Billy",571740,2021,30,135,8,2,34.8,3,".216","83.9",49,41.7,26.2,39.3
"Haniger, Mitch",571745,2021,30,691,23,39,24.5,7.8,".350","89.3",209,44.7,19.8,43.1
"Hernández, Enrique",571771,2021,29,585,35,20,18.8,10.4,".346","90.8",138,42.5,25.7,33.6
"Holt, Brock",571788,2021,33,260,13,2,18.8,8.8,".273","86.1",42,41.7,25.7,48.7
"Lamb, Jake",571875,2021,30,170,4,7,30,12.9,".316","90.6",39,51.6,18.9,41.1
"Muncy, Max",571970,2021,30,592,26,36,20.3,14,".407","91.2",93,38.9,21.7,38.6
"Myers, Wil",571976,2021,30,500,24,17,28.2,10.8,".295","88",133,37.7,20,45.2
"Naquin, Tyler",571980,2021,30,454,24,19,23.3,7.7,".340","89.8",139,40.9,24.4,48.4
"Piscotty, Stephen",572039,2021,30,188,8,5,25.5,6.9,".289","86.1",48,40.8,29.6,38.4
"Pollock, AJ",572041,2021,33,422,27,21,19,7.1,".359","90.3",113,38.2,22.5,39.5
"Seager, Kyle",572122,2021,33,670,29,35,24,8.8,".319","89",197,43.3,23.8,33.4
"Taylor, Michael A.",572191,2021,30,528,16,12,27.3,6.3,".300","89.4",171,32.4,25.7,46.2
"Voit III, Luke",572228,2021,30,241,7,11,30.7,8.7,".359","90.7",96,46,21.6,41
"Walker, Christian",572233,2021,30,445,23,10,23.8,8.5,".311","88.8",116,38.4,28.3,39.4
"Zunino, Mike",572287,2021,30,375,11,33,35.2,9.1,".354","90.7",125,55,16.8,30.2
"Carpenter, Matt",572761,2021,35,249,11,3,30.9,14.1,".340","90",42,43.5,19.8,30.5
"Dickerson, Corey",572816,2021,32,365,18,6,18.6,6.8,".295","87.8",73,36.4,28.3,49.4
"Ruf, Darin",573131,2021,34,312,13,16,27.9,14.7,".381","93",68,40.3,22.7,43.8
"Yastrzemski, Mike",573262,2021,30,532,28,25,24.6,9.6,".318","89.5",97,46.3,20.5,34.3
"Contreras, Willson",575929,2021,29,483,20,21,28.6,10.8,".346","91.8",169,37.3,25.1,51.6
"Iglesias, Jose",578428,2021,31,511,27,9,14.7,4.1,".297","85.4",131,32.3,23.5,42.1
"Torreyes, Ronald",591720,2021,28,344,10,7,11.9,5.5,".256","82.2",48,38.2,24.4,48.1
"Bryant, Kris",592178,2021,29,586,32,25,23,10.6,".346","88.2",169,38.2,22.9,37.9
"Canha, Mark",592192,2021,32,625,22,17,20.5,12.3,".332","87.3",109,39.7,23.9,42.2
"Casali, Curt",592200,2021,32,231,11,5,28.6,11.3,".280","86.4",49,54.1,16.3,31.9
"Castellanos, Nick",592206,2021,29,585,38,34,20.7,7,".374","89.8",212,39.2,25,38
"Gamel, Ben",592325,2021,29,400,18,8,26.3,12.8,".315","89",110,39,22.8,32.4
"Goodrum, Niko",592348,2021,29,325,11,9,32.9,8.9,".304","88",108,38.4,22.7,41.1
"Jones, JaCoby",592444,2021,29,105,2,2,40,4.8,".247","89.4",34,31,29.3,44.8
"Judge, Aaron",592450,2021,29,633,24,39,25,11.8,".418","95.8",171,35.8,27,42.1
"Machado, Manny",592518,2021,28,640,31,28,15.9,9.8,".376","93.1",144,38.3,21.8,39.5
"Marmolejos, José",592530,2021,28,122,4,4,32,12.3,".279","89.4",38,42.6,30.9,29.4
"Moran, Colin",592567,2021,28,359,12,10,24.2,10,".315","89.1",92,32.5,24.8,51.3
"Pederson, Joc",592626,2021,29,481,19,18,24.3,8.1,".333","91",124,34.4,25.9,40.1
"Realmuto, J.T.",592663,2021,30,537,25,17,24,8.9,".329","89.6",129,31.5,32.7,46.7
"Renfroe, Hunter",592669,2021,29,572,33,31,22.7,7.7,".354","90.1",145,41.8,26.4,38.5
"Rosario, Eddie",592696,2021,29,412,19,14,14.8,6.3,".319","88.5",76,40.1,24.7,38.6
"Simmons, Andrelton",592743,2021,31,451,12,3,13.7,7.1,".261","84.1",66,37,20.9,54.8
"Yelich, Christian",592885,2021,29,475,19,9,23.8,14.7,".337","91",99,33.9,29.8,55.7
"Merrifield, Whit",593160,2021,32,720,42,10,14.3,5.6,".301","86.9",109,34,31.8,41.7
"Bogaerts, Xander",593428,2021,28,603,34,23,18.7,10.3,".359","89.6",139,41.6,23.4,40.2
"Alberto, Hanser",593643,2021,28,255,20,2,10.2,1.6,".294","87.1",54,39.8,20.8,40.3
"Polanco, Jorge",593871,2021,27,644,35,33,18.3,7,".348","89.4",141,51.9,18.5,33
"Sanó, Miguel",593934,2021,28,532,24,30,34.4,11.1,".322","93.4",202,43.8,26,39.2
"Difo, Wilmer",594694,2021,29,240,7,4,22.5,8.3,".276","83.7",47,36.7,28.9,45.2
"Calhoun, Kole",594777,2021,33,182,8,5,22.5,8.2,".291","88.5",50,46,26.2,38.1
"Duvall, Adam",594807,2021,32,555,17,38,31.4,6.3,".330","89.8",183,46.8,17.8,30.7
"Eaton, Adam",594809,2021,32,288,10,6,24.7,7.6,".275","86.6",68,29.8,30.3,53.2
"Gosselin, Phil",594838,2021,32,373,14,7,21.7,6.4,".288","87.6",84,28.7,30.2,45.3
"Kiermaier, Kevin",595281,2021,31,390,19,4,25.4,8.5,".283","86.6",119,31.2,23.7,56.1
"Knapp, Andrew",595284,2021,29,159,3,2,38.4,6.3,".230","86.2",61,38.4,31.4,46.5
"Alfaro, Jorge",595751,2021,28,311,15,4,31.8,3.5,".292","90.9",134,26.5,28.1,57.1
"Profar, Jurickson",595777,2021,28,412,17,4,15.8,11.9,".302","85.3",60,35.7,29.9,43.3
"Báez, Javier",595879,2021,28,547,18,31,33.6,5.1,".321","90.1",296,40.2,22.1,46.7
"Cave, Jake",595909,2021,28,178,6,3,34.8,5.6,".273","87",53,33,27.2,52.4
"Evans, Phillip",595943,2021,28,247,5,5,21.5,11.3,".312","88.4",58,34.8,24.8,56.5
"Gallagher, Cam",595956,2021,28,124,6,1,16.1,6.5,".275","85.9",22,40,30.5,40
"Hedges, Austin",595978,2021,28,312,7,10,27.9,4.8,".228","85.8",99,44,23.4,38.3
"Lindor, Francisco",596019,2021,27,524,16,20,18.3,11.1,".344","90.7",113,39.5,23.3,41.6
"Nogowski Jr., John",596056,2021,28,143,7,1,15.4,8.4,".279","88.1",13,42.6,23.1,37
"Odor, Rougned",596059,2021,27,361,12,15,27.7,7.5,".290","89.1",88,51.6,21.5,40.4
"Slater, Austin",596103,2021,28,306,12,12,27.5,9.2,".335","87.1",64,34.7,25.8,51.6
"Story, Trevor",596115,2021,28,595,34,24,23.4,8.9,".335","90.6",185,33.9,28.6,36.5
"Vogelbach, Daniel",596129,2021,28,258,8,9,22.1,16.7,".337","91.4",34,35.4,25.9,45.6
"Sánchez, Gary",596142,2021,28,440,13,23,27.5,11.8,".336","89.5",106,54.6,19.1,35.9
"Kepler, Max",596146,2021,28,490,21,19,19.6,11,".347","89.8",87,41.9,21.3,37.7
"Franco, Maikel",596748,2021,28,403,22,11,16.6,5,".270","88.2",101,42.8,22.4,48.6
"García, Robel",596825,2021,28,117,3,1,35.9,6.8,".224","86.5",41,42.4,21.2,47
"Choi, Ji Man",596847,2021,30,305,14,11,28.5,14.8,".342","91.2",68,37.4,26.9,40.4
"Bradley Jr., Jackie",598265,2021,31,428,14,6,30.8,6.5,".253","89.7",131,36.4,19.4,49.6
"La Stella, Tommy",600303,2021,32,242,11,7,10.7,7.4,".342","88.9",20,41.5,17.9,44.1
"Severino, Pedro",600474,2021,27,419,18,11,26,8.1,".311","88.2",133,43.3,25.8,39.3
"Candelario, Jeimer",600869,2021,27,626,42,16,21.6,10.4,".356","88.7",161,40.8,23.5,40.8
"Daza, Yonathan",602074,2021,27,331,12,2,18.1,6.3,".286","85.2",72,31,32.3,55.6
"Urías, Ramón",602104,2021,27,296,14,7,25.7,9.5,".344","89.6",55,31.7,31.7,50.5
"Ahmed, Nick",605113,2021,31,473,30,5,22,7.2,".249","87.2",126,38.7,24,49.2
"Anderson, Brian",605119,2021,28,264,9,7,24.6,9.8,".299","88.8",69,32.1,31,48.8
"Barnes, Austin",605131,2021,31,225,8,6,24.9,8.9,".274","85.2",39,37.9,20.7,43.4
"Bell, Josh",605137,2021,28,568,24,27,17.8,11.4,".367","92.5",126,36.8,24,54.3
"Betts, Mookie",605141,2021,28,550,29,23,15.6,12.4,".357","90.3",80,45.2,22.6,34.8
"Caratini, Victor",605170,2021,27,356,9,7,23,9.8,".290","90",89,34.5,25.5,50.6
"Davis, J.D.",605204,2021,28,211,12,5,32.2,11.4,".336","89.7",69,33.6,28.3,38.9
"Panik, Joe",605412,2021,30,257,9,3,13.2,6.6,".273","86.5",20,31.4,27.9,46.1
"Pérez, Michael",605421,2021,28,231,8,7,29.4,8.2,".244","85.7",69,38.7,16.9,46.5
"Zimmer, Bradley",605548,2021,28,348,9,8,35.1,8.6,".317","90.7",103,38.1,24.9,50.3
"Castro, Harold",605612,2021,27,339,13,3,21.2,4.1,".315","88.6",105,25.8,28.2,42.9
"Tapia, Raimel",606132,2021,27,533,26,6,13.1,7.5,".273","85.7",88,26.5,32,68
"Aquino, Aristides",606157,2021,27,204,6,10,36.8,13.2,".304","89",80,47.5,21.8,29.7
"Hernández, Teoscar",606192,2021,28,595,29,32,24.9,6.1,".370","91.8",210,40.6,26,39.4
"Mercedes, Yermín",606213,2021,28,262,9,7,17.6,7.6,".313","87.3",70,35.4,30.8,40.5
"Peraza, José",606299,2021,27,154,7,6,16.9,5.8,".268","85.6",32,42.2,19.8,35.3
"Marte, Ketel",606466,2021,27,374,29,14,16,8.3,".372","91.1",60,37,26.7,46.3
"Haase, Eric",606992,2021,28,381,12,22,31.2,6.8,".322","90.9",121,44,25.2,38.5
"Nimmo, Brandon",607043,2021,28,386,17,8,20.5,14,".345","89.3",50,32.7,32.3,48.4
"Peterson, Jace",607054,2021,31,302,11,6,22.5,12.6,".319","87.7",71,31.1,26.9,42.5
"Turner, Trea",607208,2021,28,646,34,28,17,6.3,".364","89.6",144,36.6,25.6,45.6
"Smith, Kevan",607345,2021,33,106,3,0,29.2,9.4,".219","87.5",29,43.8,18.8,56.3
"Beaty, Matt",607461,2021,28,234,4,7,18.8,8.5,".308","86.7",50,41.3,23.1,43.8
"Pillar, Kevin",607680,2021,32,347,11,15,23.3,3.2,".281","85.8",108,42,23.7,35.9
"Stallings, Jacob",607732,2021,31,427,20,8,19.9,11.5,".314","88.1",100,35.1,21,44.7
"Ramírez, José",608070,2021,28,636,32,36,13.7,11.3,".376","90",99,54.7,15.1,36.2
"Bregman, Alex",608324,2021,27,400,17,12,13.3,11,".332","89",46,48.2,18.7,41.5
"Gallo, Joey",608336,2021,27,616,13,38,34.6,18,".352","91.5",166,43,22.7,36.4
"Kelly, Carson",608348,2021,26,359,11,13,20.6,12.3,".346","88.2",75,38.3,29.4,31.9
"Seager, Corey",608369,2021,27,409,22,16,16.1,11.7,".392","91",114,33.8,24.1,46.6
"Winker, Jesse",608385,2021,27,485,32,24,15.5,10.9,".390","90.6",74,37.9,24.7,42.5
"Mazara, Nomar",608577,2021,26,181,5,3,24.9,8.3,".271","90.4",53,30.6,28.9,47.9
"Murphy, Tom",608596,2021,30,325,8,11,30.5,12.3,".292","88.6",93,44.8,20.4,44.2
"Jankowski, Travis",608671,2021,30,157,6,1,18.5,14,".282","85.2",16,27.9,36.5,53.8
"Mayfield, Jack",608686,2021,30,290,15,10,23.4,5.9,".250","85.4",86,35.1,31.7,41.6
"Plawecki, Kevin",608700,2021,30,173,7,3,15,6.9,".327","87.3",23,34.1,31.1,40.2
"Refsnyder, Rob",608701,2021,30,157,7,2,25.5,10.8,".336","89.2",30,40,23,43
"Mondesi, Adalberto",609275,2021,25,136,8,6,31.6,4.4,".318","92.3",56,39.5,16.3,44.2
"Andujar, Miguel",609280,2021,26,162,2,6,17.3,4.3,".305","87.1",42,29.1,27.6,52.8
"Cordero, Franchy",614173,2021,26,136,6,1,37.5,5.9,".239","88.6",58,31.2,36.4,48.1
"Reyes, Franmil",614177,2021,25,466,18,30,32,9.2,".353","91.9",139,37.5,22.1,46.3
"Torrens, Luis",620443,2021,25,378,16,15,26.2,7.4,".318","90.9",82,29.6,26.8,52
"Martin Jr., Richie",621006,2021,26,105,2,1,26.7,3.8,".232","85.8",21,22.2,43.1,55.6
"Schrock, Max",621011,2021,26,134,7,3,17.9,6,".293","85",32,38.2,28.4,31.4
"Swanson, Dansby",621020,2021,27,653,33,27,25.6,8,".332","89.3",151,40.3,24.2,40.1
"Newman, Kevin",621028,2021,27,554,22,5,7.4,4.9,".275","85.3",64,31.8,25.4,45.8
"Taylor, Chris",621035,2021,30,582,25,20,28.7,10.8,".329","88.2",137,42.2,22.4,36.9
"Correa, Carlos",621043,2021,26,640,34,26,18.1,11.7,".369","90.2",133,33.5,28.3,42.5
"Dahl, David",621311,2021,27,220,11,4,26.8,4.5,".296","88.1",64,36.7,23.3,48
"Phillips, Brett",621433,2021,27,292,9,13,38.7,11.3,".284","89.6",61,38.9,19.4,36.1
"Taylor, Tyrone",621438,2021,27,271,9,12,21.8,7.4,".314","88.6",81,44.3,24.3,41.6
"Buxton, Byron",621439,2021,27,254,23,19,24.4,5.1,".407","92.5",69,47.4,18.5,39.3
"Brinson, Lewis",621446,2021,27,290,14,9,24.8,4.5,".286","88.5",121,35.8,23,43.1
"Duggar, Steven",621453,2021,27,297,14,8,29.6,9.1,".305","88",74,31.1,30.6,38.3
"Stewart, DJ",621466,2021,27,318,10,12,28,13.8,".314","87.8",89,33.1,29.3,35.9
"Ward, Taylor",621493,2021,27,237,15,8,23.2,8.4,".344","89.6",50,37.8,30.1,38.5
"Nido, Tomás",621512,2021,27,161,5,3,27.3,3.1,".287","88.7",65,27.5,21.1,42.2
"Wisdom, Patrick",621550,2021,29,375,13,28,40.8,8.5,".321","91.2",156,53,15.1,32.4
"Wendle, Joey",621563,2021,31,501,31,11,22.6,5.6,".286","87.9",132,35.7,30,50
"Olson, Matt",621566,2021,27,673,35,39,16.8,13.1,".378","91.6",125,39.5,26.8,40.4
"Jones, Taylor",622100,2021,27,108,8,2,26.9,3.7,".249","90.6",33,36,26.7,49.3
"Duffy, Matt",622110,2021,30,322,12,5,19.6,7.8,".325","87.5",50,24.7,34.8,48.9
"Margot, Manuel",622534,2021,26,464,18,10,15.1,8,".318","87.9",98,32.9,22.5,48
"Reyes, Victor",622682,2021,26,220,10,5,25,3.6,".297","89.5",64,31.8,26.1,51
"Mateo, Jorge",622761,2021,26,209,11,4,26.3,4.3,".287","85.4",69,41.8,19.1,40.4
"Bote, David",623520,2021,28,327,10,8,22.3,8.3,".308","89.9",79,37.4,27.5,48.6
"Ramírez, Harold",623912,2021,26,361,21,7,15.5,3.9,".302","91.3",114,30.1,28.7,53.1
"Santander, Anthony",623993,2021,26,438,24,18,23.1,5.3,".328","90.7",119,39,23.5,35.2
"Alonso, Pete",624413,2021,26,637,27,37,19.9,9.4,".377","91",157,38.4,26.5,39
"Arroyo, Christian",624414,2021,26,181,12,6,24.3,4.4,".301","86.3",61,28.9,29.8,49.6
"Biggio, Cavan",624415,2021,26,294,10,7,26.5,12.6,".285","88.9",59,34.5,30.5,39
"Conforto, Michael",624424,2021,28,479,20,14,21.7,12.3,".350","88.5",90,42.1,22.4,45.1
"Frazier, Adam",624428,2021,29,639,36,5,10.8,7.5,".324","85.4",76,35.5,31.4,42.4
"Trevino, Jose",624431,2021,28,302,14,5,18.9,4,".285","87.5",71,32.6,27,45.9
"Gordon, Nick",624503,2021,25,216,9,4,25.5,5.6,".318","91.2",65,37,19.9,50.7
