"last_name, first_name","player_id","year","player_age","pa","double","home_run","k_percent","bb_percent","xwoba","exit_velocity_avg","out_zone_swing_miss","pull_percent","opposite_percent","groundballs_percent"
"Encarnacion-Strand, Christian",687952,2024,24,123,6,2,28.5,3.3,".299","87.8",50,43.4,22.9,48.2
"Wisely, Brett",689172,2024,25,272,13,4,23.9,4.8,".255","86.8",65,35.9,23.4,42.7
"Keith, Colt",690993,2024,22,556,15,13,19.8,6.5,".311","87.8",136,36.3,26.7,44.1
"Soderstrom, Tyler",691016,2024,22,213,10,9,24.9,9.4,".348","91.9",64,30.7,24.8,48.9
"Walker, Jordan",691023,2024,22,178,10,5,28.1,5.6,".278","91.2",68,38.8,21.6,50
"Winn, Masyn",691026,2024,22,637,32,15,17.1,6.4,".293","87",121,32.7,30,41.2
"Caminero, Junior",691406,2024,20,177,9,6,21.5,6.2,".301","89.7",56,32.3,26.8,48.8
"Crow-Armstrong, Pete",691718,2024,22,410,13,10,23.9,5.1,".281","88.9",118,40.7,23.9,42.5
"Gonzales, Nick",693304,2024,25,387,19,7,19.1,4.7,".317","87.9",99,42.1,24.1,41.7
"Chourio, Jackson",694192,2024,20,573,29,21,21.1,6.8,".328","89.7",159,33.2,24.1,48
"Kavadas, Niko",694359,2024,25,106,2,4,38.7,10.4,".292","91.7",26,36.5,30.8,17.3
"Schanuel, Nolan",694384,2024,22,607,19,13,17,11.2,".318","86.1",69,39.2,23,46.2
"Loperfido, Joey",694388,2024,25,262,13,4,36.3,5,".254","88.3",102,48.7,22,41.3
"Carter, Evan",694497,2024,21,162,6,5,26.5,9.3,".281","86",28,41.2,24.5,40.2
"Langford, Wyatt",694671,2024,22,557,25,16,20.6,9.2,".331","89.6",104,44.7,22,40.1
"Harris, Brett",695391,2024,26,123,3,3,20.3,13.8,".274","87.4",21,35.4,26.6,41.8
"Wood, James",695578,2024,21,336,13,9,28.9,11.6,".351","92.8",81,32.3,31.3,55.1
"Goodman, Hunter",696100,2024,24,224,9,13,28.6,3.6,".279","88.2",91,40.3,24.2,38.9
"Young, Jacob",696285,2024,24,521,24,3,19.6,5.8,".286","85.8",94,27.3,36.9,56.5
"Sweeney, Trey",700242,2024,24,119,5,4,26.9,5.9,".298","91.1",46,35.4,13.9,44.3
"Rice, Ben",700250,2024,25,178,6,7,27,11.2,".342","90",41,47.7,22,35.8
"Manzardo, Kyle",700932,2024,23,156,12,5,26.3,5.8,".271","89.1",42,38.1,26.7,28.6
"Merrill, Jackson",701538,2024,21,593,31,24,17,4.9,".369","90.4",137,32.3,26,36.8
"Lipscomb III, Trey",702358,2024,24,211,3,1,19,7.6,".262","86.5",59,26.3,34.2,63.8
"Holliday, Jackson",702616,2024,20,208,4,5,33.2,7.2,".258","89.3",65,38.5,25.4,56.6
"Wilson Jr., Jacob",805779,2024,22,103,2,0,9.7,7.8,".287","85.4",15,35.7,21.4,52.4
"Yoshida, Masataka",807799,2024,30,421,21,10,12.4,6.4,".322","88",60,35.7,27.1,43.9
"Lee, Jung Hoo",808982,2024,25,158,4,2,8.2,6.3,".319","89.1",13,33.6,28.4,45.5
